ORDER_ID,ORDER_DATE,REGION,CATEGORY,PRODUCT_NAME,UNIT_PRICE,QUANTITY,PAYMENT_METHOD,CUSTOMER_ID,CUSTOMER_SEGMENT,STORE_ID,DELIVERY_DAYS,TOTAL_PRICE,PROMISED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,DELIVERY_STATUS
ORD100892,10/25/2019,East,NA,India Gate Basmati Rice,464,1,UPI,6193,Premium,9,6,464,10/31/2019,11/2/2019,Late
ORD100893,10/25/2019,East,Grocery,Amul Milk,1022,5,Card,2903,Premium,2,2,5110,10/27/2019,10/29/2019,Late
ORD100894,10/26/2019,South,Toys,Hot Wheels Set,212,2,Card,1143,Regular,8,3,424,10/29/2019,10/28/2019,On-Time
ORD100895,10/26/2019,East,Clothing,H&M Jacket,1908,5,Card,8496,New,20,1,9540,10/27/2019,10/26/2019,On-Time
ORD100896,10/26/2019,North,Toys,NERF Gun,275,3,UPI,3256,New,4,2,825,10/28/2019,10/28/2019,On-Time
ORD100897,10/27/2019,North,Clothing,Zara T-Shirt,1272,2,Cash,1699,Regular,10,6,2544,11/2/2019,11/2/2019,On-Time
ORD100898,10/27/2019,North,Grocery,Parle-G Biscuits,1301,1,Cash,7318,New,1,6,1301,11/2/2019,11/4/2019,Late
ORD100899,10/27/2019,West,Grocery,Tata Salt,1035,1,UPI,1270,New,11,3,1035,10/30/2019,10/31/2019,Late
ORD100900,10/28/2019,North,Toys,Hot Wheels Set,481,5,Wallet,9254,Regular,9,4,2405,11/1/2019,11/2/2019,Late
ORD100901,10/28/2019,South,Toys,Hot Wheels Set,1346,2,Card,2007,New,19,Five,2692,11/2/2019,11/2/2019,On-Time
ORD100902,10/28/2019,North,Clothing,Nike Air Max,1382,2,Card,8203,Regular,11,6,2764,11/3/2019,11/3/2019,On-Time
ORD100903,10/29/2019,West,Furniture,Sleepwell Mattress,1908,5,Cash,4724,Regular,4,6,9540,11/4/2019,11/4/2019,On-Time
ORD100904,10/29/2019,South,Clothing,H&M Jacket,1312,5,UPI,7599,Regular,5,7,6560,11/5/2019,11/4/2019,On-Time
ORD100905,10/29/2019,North,Toys,LEGO Classic,405,4,UPI,7487,New,17,Five,1620,11/3/2019,11/4/2019,Late
ORD100906,10/30/2019,South,Books,Ikigai,1501,4,Wallet,8917,Regular,18,2,6004,11/1/2019,11/1/2019,On-Time
ORD100907,10/30/2019,South,Toys,LEGO Classic,701,5,Wallet,5509,New,5,4,3505,11/3/2019,11/3/2019,On-Time
ORD100908,10/30/2019,West,Books,The Psychology of Money,442,3,Cash,6400,Regular,18,4,1326,11/3/2019,11/2/2019,On-Time
ORD100909,10/31/2019,West,Electronics,Samsung Galaxy S22,1897,4,Wallet,5320,Premium,17,7,7588,11/7/2019,11/7/2019,On-Time
ORD100910,10/31/2019,South,Toys,NERF Gun,255,5,Wallet,6472,New,3,3,1275,11/3/2019,11/4/2019,Late
ORD100911,10/31/2019,North,Electronics,Samsung Galaxy S22,811,2,UPI,8206,New,11,2,1622,11/2/2019,11/1/2019,On-Time
ORD100912,11/1/2019,West,Furniture,Sleepwell Mattress,1178,4,UPI,7872,New,17,7,4712,11/8/2019,11/8/2019,On-Time
ORD100913,11/1/2019,South,Clothing,Adidas Hoodie,1889,3,Wallet,8923,Premium,8,4,5667,11/5/2019,11/6/2019,Late
ORD100914,11/1/2019,East,Books,The Psychology of Money,1565,1,Cash,5716,Regular,8,3,1565,11/4/2019,11/5/2019,Late
ORD100915,11/2/2019,East,Clothing,Adidas Hoodie,1808,2,Wallet,8118,Premium,2,4,3616,11/6/2019,11/5/2019,On-Time
ORD100916,11/2/2019,West,Electronics,Samsung Galaxy S22,1323,3,Cash,3620,Regular,7,2,3969,11/4/2019,11/5/2019,Late
ORD100917,11/2/2019,North,Books,Deep Work,502,3,Wallet,3536,Regular,20,4,1506,11/6/2019,11/5/2019,On-Time
ORD100918,11/3/2019,East,Clothing,H&M Jacket,713,3,UPI,6103,Regular,6,7,2139,11/10/2019,11/11/2019,Late
ORD100919,11/3/2019,East,Toys,NERF Gun,,2,UPI,8080,Regular,20,4,1792,11/7/2019,11/7/2019,On-Time
ORD100920,11/3/2019,East,Grocery,Parle-G Biscuits,1786,3,Cash,6317,Regular,18,4,5358,11/7/2019,11/6/2019,On-Time
ORD100921,11/4/2019,North,Electronics,Apple Watch SE,722,1,Wallet,2195,Premium,7,Five,722,11/9/2019,11/10/2019,Late
ORD100922,11/4/2019,North,Clothing,H&M Jacket,1901,4,Wallet,9699,New,18,1,7604,11/5/2019,11/4/2019,On-Time
ORD100923,11/4/2019,West,Electronics,Dell XPS 13,702,2,Cash,1404,Premium,12,2,1404,11/6/2019,11/7/2019,Late
ORD100924,11/5/2019,West,Electronics,Dell XPS 13,276,3,Wallet,2294,New,7,Five,828,11/10/2019,11/9/2019,On-Time
ORD100925,11/5/2019,East,Books,Ikigai,,5,Card,7054,New,7,1,2740,11/6/2019,11/6/2019,On-Time
ORD100926,11/5/2019,North,Books,Deep Work,842,4,UPI,4625,New,1,6,3368,11/11/2019,11/10/2019,On-Time
ORD100927,11/6/2019,South,Grocery,Parle-G Biscuits,1664,2,UPI,8868,Premium,10,4,3328,11/10/2019,11/9/2019,On-Time
ORD100928,11/6/2019,East,Toys,NERF Gun,400,5,Cash,3819,Regular,10,4,2000,11/10/2019,11/10/2019,On-Time
ORD100929,11/6/2019,West,Electronics,Apple Watch SE,806,5,Wallet,5759,Regular,12,7,4030,11/13/2019,11/14/2019,Late
ORD100930,11/7/2019,North,Clothing,Adidas Hoodie,406,3,Cash,6745,New,3,Five,1218,11/12/2019,11/14/2019,Late
ORD100931,11/7/2019,West,Furniture,Sleepwell Mattress,850,2,Card,8564,Regular,3,3,1700,11/10/2019,11/10/2019,On-Time
ORD100932,11/7/2019,West,Electronics,Apple Watch SE,968,3,Wallet,4637,Regular,13,2,2904,11/9/2019,11/8/2019,On-Time
ORD100933,11/8/2019,North,Electronics,Dell XPS 13,1390,1,Card,2873,Premium,13,1,1390,11/9/2019,11/9/2019,On-Time
ORD100934,11/8/2019,East,Grocery,Amul Milk,313,5,Cash,2406,Regular,6,4,1565,11/12/2019,11/12/2019,On-Time
ORD100935,11/8/2019,North,Toys,Monopoly Board Game,1717,1,UPI,6514,Regular,3,2,1717,11/10/2019,11/9/2019,On-Time
ORD100936,11/9/2019,East,Furniture,Sleepwell Mattress,1763,3,Card,2577,Premium,15,4,5289,11/13/2019,11/12/2019,On-Time
ORD100937,11/9/2019,???,Books,Rich Dad Poor Dad,582,4,Wallet,8772,Regular,9,4,2328,11/13/2019,11/15/2019,Late
ORD100938,11/9/2019,North,Books,Atomic Habits,1385,5,Cash,6379,New,6,4,6925,11/13/2019,11/13/2019,On-Time
ORD100939,11/10/2019,South,Clothing,Nike Air Max,1190,4,Cash,6311,Premium,6,7,4760,11/17/2019,11/16/2019,On-Time
ORD100940,11/10/2019,East,Furniture,Godrej Office Chair,1697,2,Cash,9828,Regular,8,2,3394,11/12/2019,11/13/2019,Late
ORD100941,11/10/2019,South,Books,Atomic Habits,232,5,UPI,6547,Regular,11,Five,1160,11/15/2019,11/16/2019,Late
ORD100942,11/11/2019,East,Clothing,H&M Jacket,1772,1,Cash,1807,Premium,19,2,1772,11/13/2019,11/14/2019,Late
ORD100943,11/11/2019,North,NA,Monopoly Board Game,1663,4,Cash,3395,New,16,2,6652,11/13/2019,11/14/2019,Late
ORD100944,11/11/2019,South,Clothing,Levi's 511 Jeans,611,2,UPI,5524,Premium,9,6,1222,11/17/2019,11/17/2019,On-Time
ORD100945,11/12/2019,North,Books,Ikigai,310,5,Cash,2415,New,11,3,1550,11/15/2019,11/15/2019,On-Time
ORD100946,11/12/2019,East,Grocery,Tata Salt,1087,2,Cash,8508,Premium,16,7,2174,11/19/2019,11/21/2019,Late
ORD100947,11/12/2019,East,Grocery,Amul Milk,1086,1,Card,3449,Regular,6,3,1086,11/15/2019,11/15/2019,On-Time
ORD100948,11/13/2019,???,Grocery,Amul Milk,816,5,Cash,4496,Premium,17,7,4080,11/20/2019,11/19/2019,On-Time
ORD100949,11/13/2019,East,Books,Ikigai,352,2,UPI,8103,Premium,16,Five,704,11/18/2019,11/20/2019,Late
ORD100950,11/13/2019,West,Grocery,Parle-G Biscuits,137,3,Card,5732,New,20,3,411,11/16/2019,11/16/2019,On-Time
ORD100951,11/14/2019,East,Furniture,Godrej Office Chair,1166,5,Cash,8022,Premium,18,7,5830,11/21/2019,11/21/2019,On-Time
ORD100952,11/14/2019,South,Toys,Hot Wheels Set,728,5,UPI,8495,New,1,Five,3640,11/19/2019,11/18/2019,On-Time
ORD100953,11/14/2019,East,Clothing,Zara T-Shirt,,5,Wallet,9706,Premium,18,7,7640,11/21/2019,11/20/2019,On-Time
ORD100954,11/15/2019,North,Clothing,Nike Air Max,1086,5,Cash,6099,Regular,8,4,5430,11/19/2019,11/18/2019,On-Time
ORD100955,11/15/2019,West,Books,Atomic Habits,1825,3,Wallet,8332,Premium,10,4,5475,11/19/2019,11/20/2019,Late
ORD100956,11/15/2019,South,Grocery,Parle-G Biscuits,145,1,Card,4294,Regular,2,2,145,11/17/2019,11/17/2019,On-Time
ORD100957,11/16/2019,West,Grocery,Amul Milk,1577,3,UPI,3908,New,9,4,4731,11/20/2019,11/20/2019,On-Time
ORD100958,11/16/2019,West,Electronics,Dell XPS 13,1801,3,Card,6416,New,4,3,5403,11/19/2019,11/19/2019,On-Time
ORD100959,11/16/2019,???,Toys,LEGO Classic,404,2,Wallet,9532,New,11,1,808,11/17/2019,11/19/2019,Late
ORD100960,11/17/2019,North,Furniture,Nilkamal Table,1838,4,Wallet,6670,New,10,2,7352,11/19/2019,11/21/2019,Late
ORD100961,11/17/2019,West,Clothing,Levi's 511 Jeans,332,4,Wallet,3468,Premium,14,Five,1328,11/22/2019,11/24/2019,Late
ORD100962,11/17/2019,West,Electronics,Samsung Galaxy S22,344,2,UPI,3428,Premium,7,4,688,11/21/2019,11/23/2019,Late
ORD100963,11/18/2019,East,Electronics,Apple Watch SE,1844,3,Wallet,4688,Premium,19,2,5532,11/20/2019,11/22/2019,Late
ORD100964,11/18/2019,North,Books,The Psychology of Money,859,2,Wallet,7148,Regular,6,2,1718,11/20/2019,11/19/2019,On-Time
ORD100965,11/18/2019,South,Clothing,Zara T-Shirt,1418,5,UPI,3027,Premium,16,2,7090,11/20/2019,11/22/2019,Late
ORD100966,11/19/2019,South,Books,Ikigai,938,2,Wallet,8171,Regular,19,4,1876,11/23/2019,11/23/2019,On-Time
ORD100967,11/19/2019,South,Furniture,Nilkamal Table,1506,2,Cash,1315,Regular,19,Five,3012,11/24/2019,11/25/2019,Late
ORD100968,11/19/2019,North,Electronics,Sony WH-1000XM4,257,5,Wallet,4989,Premium,13,2,1285,11/21/2019,11/21/2019,On-Time
ORD100969,11/20/2019,South,Electronics,iPhone 13,1528,4,UPI,1530,Regular,12,2,6112,11/22/2019,11/22/2019,On-Time
ORD100970,11/20/2019,North,Toys,Monopoly Board Game,1124,5,Wallet,8884,New,15,2,5620,11/22/2019,11/21/2019,On-Time
ORD100971,11/20/2019,East,Furniture,Nilkamal Table,316,1,UPI,2859,Premium,8,6,316,11/26/2019,11/27/2019,Late
ORD100972,11/21/2019,East,Electronics,Dell XPS 13,1027,2,Wallet,5757,Premium,4,4,2054,11/25/2019,11/25/2019,On-Time
ORD100973,11/21/2019,North,Furniture,Godrej Office Chair,606,2,Cash,8872,Regular,20,6,1212,11/27/2019,11/26/2019,On-Time
ORD100974,11/21/2019,South,Clothing,Zara T-Shirt,860,4,UPI,2067,Premium,8,3,3440,11/24/2019,11/25/2019,Late
ORD100975,11/22/2019,North,Grocery,Parle-G Biscuits,1003,3,UPI,1727,Premium,16,Five,3009,11/27/2019,11/28/2019,Late
ORD100976,11/22/2019,North,Electronics,iPhone 13,680,5,UPI,1243,Regular,16,2,3400,11/24/2019,11/23/2019,On-Time
ORD100977,11/22/2019,West,Toys,Monopoly Board Game,1153,3,UPI,1711,Premium,2,6,3459,11/28/2019,11/30/2019,Late
ORD100978,11/23/2019,North,Clothing,Levi's 511 Jeans,726,1,Wallet,8924,Premium,17,2,726,11/25/2019,11/24/2019,On-Time
ORD100979,11/23/2019,West,Furniture,IKEA Bookshelf,619,5,Wallet,9462,Premium,5,6,3095,11/29/2019,11/28/2019,On-Time
ORD100980,11/23/2019,East,Books,The Psychology of Money,374,1,Cash,3560,Regular,5,2,374,11/25/2019,11/27/2019,Late
ORD100981,11/24/2019,West,Clothing,Nike Air Max,591,1,Cash,6139,Premium,12,7,591,12/1/2019,11/30/2019,On-Time
ORD100982,11/24/2019,North,Electronics,Apple Watch SE,926,1,Wallet,4560,Premium,7,4,926,11/28/2019,11/27/2019,On-Time
ORD100983,11/24/2019,East,Furniture,Sleepwell Mattress,1050,5,Card,5003,Premium,5,3,5250,11/27/2019,11/26/2019,On-Time
ORD100984,11/25/2019,West,Grocery,Fortune Oil,1025,5,UPI,3177,New,4,2,5125,11/27/2019,11/27/2019,On-Time
ORD100985,11/25/2019,North,Clothing,Levi's 511 Jeans,946,4,Wallet,1837,Premium,17,6,3784,12/1/2019,11/30/2019,On-Time
ORD100986,11/25/2019,East,Electronics,Sony WH-1000XM4,1159,2,Cash,4714,Regular,6,2,2318,11/27/2019,11/26/2019,On-Time
ORD100987,11/26/2019,West,Toys,Barbie Dreamhouse,1434,3,UPI,4078,New,14,4,4302,11/30/2019,12/1/2019,Late
ORD100988,11/26/2019,North,NA,Ikigai,1167,3,Cash,6032,Regular,9,Five,3501,12/1/2019,12/2/2019,Late
ORD100989,11/26/2019,North,Furniture,IKEA Bookshelf,1278,1,Card,2650,Premium,4,Five,1278,12/1/2019,12/2/2019,Late
ORD100990,11/27/2019,South,Clothing,Nike Air Max,1200,5,UPI,3948,Premium,11,3,6000,11/30/2019,11/29/2019,On-Time
ORD100991,11/27/2019,South,Clothing,H&M Jacket,1713,5,Card,3520,Premium,20,7,8565,12/4/2019,12/6/2019,Late
ORD100992,11/27/2019,West,Grocery,India Gate Basmati Rice,1736,1,Card,8269,New,16,Five,1736,12/2/2019,12/1/2019,On-Time
ORD100993,11/28/2019,West,Grocery,Parle-G Biscuits,1561,2,Card,8597,Premium,16,2,3122,11/30/2019,11/30/2019,On-Time
ORD100994,11/28/2019,West,Toys,LEGO Classic,1555,3,Wallet,1362,Regular,16,4,4665,12/2/2019,12/2/2019,On-Time
ORD100995,11/28/2019,North,Books,Ikigai,1665,4,Cash,9841,New,6,7,6660,12/5/2019,12/5/2019,On-Time
ORD100996,11/29/2019,West,NA,Hot Wheels Set,138,2,UPI,3256,Regular,15,2,276,12/1/2019,12/1/2019,On-Time
ORD100997,11/29/2019,North,Electronics,Dell XPS 13,338,5,Wallet,8352,Regular,3,2,1690,12/1/2019,11/30/2019,On-Time
ORD100998,11/29/2019,West,Electronics,Dell XPS 13,1136,1,Cash,5358,Regular,9,3,1136,12/2/2019,12/3/2019,Late
ORD100999,11/30/2019,North,Toys,NERF Gun,221,3,Wallet,6297,Regular,1,Five,663,12/5/2019,12/4/2019,On-Time
ORD101000,11/30/2019,North,Books,Rich Dad Poor Dad,243,1,Cash,5861,Regular,11,Five,243,12/5/2019,12/4/2019,On-Time
ORD101001,11/30/2019,South,Toys,Barbie Dreamhouse,783,5,UPI,1875,Premium,6,Five,3915,12/5/2019,12/4/2019,On-Time
ORD101002,12/1/2019,East,Books,Rich Dad Poor Dad,554,1,UPI,6955,Regular,5,6,554,12/7/2019,12/6/2019,On-Time
ORD101003,12/1/2019,North,Books,Deep Work,467,3,UPI,8129,Regular,18,2,1401,12/3/2019,12/5/2019,Late
ORD101004,12/1/2019,West,Furniture,Godrej Office Chair,858,1,UPI,4851,Premium,12,4,858,12/5/2019,12/6/2019,Late
ORD101005,12/2/2019,South,Books,Atomic Habits,346,3,Cash,8805,New,7,4,1038,12/6/2019,12/7/2019,Late
ORD101006,12/2/2019,West,Grocery,Tata Salt,1022,1,Wallet,7656,Premium,2,2,1022,12/4/2019,12/4/2019,On-Time
ORD101007,12/2/2019,West,Books,The Psychology of Money,1168,1,UPI,2922,New,7,1,1168,12/3/2019,12/2/2019,On-Time
ORD101008,12/3/2019,North,Books,The Psychology of Money,864,3,UPI,9820,Regular,9,2,2592,12/5/2019,12/5/2019,On-Time
ORD101009,12/3/2019,North,Books,Ikigai,474,1,UPI,2128,Premium,20,7,474,12/10/2019,12/11/2019,Late
ORD101010,12/3/2019,East,Electronics,Sony WH-1000XM4,1414,2,Card,5561,New,8,6,2828,12/9/2019,12/10/2019,Late
ORD101011,12/4/2019,North,Grocery,Parle-G Biscuits,306,4,UPI,9955,New,9,7,1224,12/11/2019,12/11/2019,On-Time
ORD101012,12/4/2019,North,Grocery,Parle-G Biscuits,618,2,UPI,2019,Premium,10,Five,1236,12/9/2019,12/10/2019,Late
ORD101013,12/4/2019,East,Toys,Monopoly Board Game,341,4,Cash,6024,Premium,12,2,1364,12/6/2019,12/7/2019,Late
ORD101014,12/5/2019,West,Furniture,Nilkamal Table,1745,2,Card,8574,Premium,2,6,3490,12/11/2019,12/13/2019,Late
ORD101015,12/5/2019,East,Books,Atomic Habits,1237,4,Cash,4927,Premium,10,1,4948,12/6/2019,12/5/2019,On-Time
ORD101016,12/5/2019,East,Clothing,Adidas Hoodie,918,1,Wallet,3841,Premium,3,2,918,12/7/2019,12/6/2019,On-Time
ORD101017,12/6/2019,East,Furniture,Urban Ladder Sofa,401,3,Card,6477,Regular,1,7,1203,12/13/2019,12/14/2019,Late
ORD101018,12/6/2019,South,Furniture,Nilkamal Table,,3,Cash,9866,Regular,17,Five,4197,12/11/2019,12/12/2019,Late
ORD101019,12/6/2019,West,Grocery,Parle-G Biscuits,1219,5,Cash,2008,Premium,1,3,6095,12/9/2019,12/11/2019,Late
ORD101020,12/7/2019,South,Furniture,Sleepwell Mattress,1417,4,Wallet,2226,Premium,5,4,5668,12/11/2019,12/11/2019,On-Time
ORD101021,12/7/2019,South,Books,Atomic Habits,800,5,Wallet,2635,Regular,14,1,4000,12/8/2019,12/10/2019,Late
ORD101022,12/7/2019,North,Books,Rich Dad Poor Dad,1483,5,UPI,8261,New,6,3,7415,12/10/2019,12/12/2019,Late
ORD101023,12/8/2019,East,Electronics,Samsung Galaxy S22,387,4,UPI,9515,Regular,9,4,1548,12/12/2019,12/12/2019,On-Time
ORD101024,12/8/2019,East,Books,The Psychology of Money,253,3,Card,8529,Premium,14,3,759,12/11/2019,12/12/2019,Late
ORD101025,12/8/2019,South,Books,Ikigai,1693,4,Card,2685,New,4,7,6772,12/15/2019,12/14/2019,On-Time
ORD101026,12/9/2019,North,Grocery,Tata Salt,522,1,Wallet,4712,Premium,1,2,522,12/11/2019,12/13/2019,Late
ORD101027,12/9/2019,North,Books,Rich Dad Poor Dad,949,5,Card,8058,New,6,2,4745,12/11/2019,12/13/2019,Late
ORD101028,12/9/2019,North,Electronics,Sony WH-1000XM4,149,5,UPI,9733,Premium,7,4,745,12/13/2019,12/12/2019,On-Time
ORD101029,12/10/2019,West,Clothing,Zara T-Shirt,,4,Wallet,3944,Regular,6,4,5320,12/14/2019,12/16/2019,Late
ORD101030,12/10/2019,South,Grocery,Tata Salt,663,5,Cash,2327,Premium,1,2,3315,12/12/2019,12/12/2019,On-Time
ORD101031,12/10/2019,West,Clothing,Zara T-Shirt,953,3,Wallet,6906,Regular,8,2,2859,12/12/2019,12/11/2019,On-Time
ORD101032,12/11/2019,North,Grocery,Fortune Oil,982,5,Card,9830,New,12,6,4910,12/17/2019,12/16/2019,On-Time
ORD101033,12/11/2019,North,Toys,Monopoly Board Game,761,4,UPI,3260,Regular,11,4,3044,12/15/2019,12/15/2019,On-Time
ORD101034,12/11/2019,North,Furniture,Sleepwell Mattress,,3,UPI,2429,New,2,4,1992,12/15/2019,12/15/2019,On-Time
ORD101035,12/12/2019,East,Toys,Barbie Dreamhouse,312,3,Cash,3962,Premium,2,7,936,12/19/2019,12/18/2019,On-Time
ORD101036,12/12/2019,South,Books,Rich Dad Poor Dad,1189,5,Cash,8386,Regular,2,6,5945,12/18/2019,12/18/2019,On-Time
ORD101037,12/12/2019,???,Clothing,Levi's 511 Jeans,1355,4,Wallet,3468,New,8,4,5420,12/16/2019,12/18/2019,Late
ORD101038,12/13/2019,West,Books,Atomic Habits,910,5,UPI,4228,New,7,7,4550,12/20/2019,12/21/2019,Late
ORD101039,12/13/2019,East,Furniture,Godrej Office Chair,949,1,Cash,9320,New,16,Five,949,12/18/2019,12/20/2019,Late
ORD101040,12/13/2019,South,Grocery,Tata Salt,1786,1,Cash,5399,New,9,7,1786,12/20/2019,12/20/2019,On-Time
ORD101041,12/14/2019,East,Furniture,Nilkamal Table,1840,3,Wallet,4966,Premium,16,6,5520,12/20/2019,12/22/2019,Late
ORD101042,12/14/2019,North,Electronics,Dell XPS 13,1443,5,Wallet,6281,Premium,2,Five,7215,12/19/2019,12/20/2019,Late
ORD101043,12/14/2019,West,Furniture,Sleepwell Mattress,1890,1,UPI,6017,Premium,3,2,1890,12/16/2019,12/17/2019,Late
ORD101044,12/15/2019,West,Electronics,Dell XPS 13,1260,2,Card,6155,New,2,Five,2520,12/20/2019,12/21/2019,Late
ORD101045,12/15/2019,North,Furniture,IKEA Bookshelf,980,1,Card,2250,Premium,19,7,980,12/22/2019,12/22/2019,On-Time
ORD101046,12/15/2019,North,Electronics,iPhone 13,1770,5,UPI,5688,New,17,1,8850,12/16/2019,12/16/2019,On-Time
ORD101047,12/16/2019,North,Clothing,H&M Jacket,1689,5,Card,5073,New,20,2,8445,12/18/2019,12/18/2019,On-Time
ORD101048,12/16/2019,South,Books,Atomic Habits,1188,1,UPI,4787,New,12,1,1188,12/17/2019,12/18/2019,Late
ORD101049,12/16/2019,East,Books,The Psychology of Money,1637,5,UPI,6658,Regular,11,3,8185,12/19/2019,12/19/2019,On-Time
ORD101050,12/17/2019,West,Toys,LEGO Classic,1255,5,Cash,4772,Premium,20,1,6275,12/18/2019,12/17/2019,On-Time
ORD101051,12/17/2019,East,Books,Deep Work,433,2,Card,3212,Premium,19,3,866,12/20/2019,12/22/2019,Late
ORD101052,12/17/2019,North,Grocery,India Gate Basmati Rice,131,3,UPI,7867,Regular,6,1,393,12/18/2019,12/20/2019,Late
ORD101053,12/18/2019,North,Furniture,Nilkamal Table,967,5,Card,7963,Regular,10,7,4835,12/25/2019,12/24/2019,On-Time
ORD101054,12/18/2019,East,Toys,NERF Gun,997,4,Card,6693,Regular,14,7,3988,12/25/2019,12/25/2019,On-Time
ORD101055,12/18/2019,West,Grocery,India Gate Basmati Rice,1995,3,Wallet,4991,Regular,1,3,5985,12/21/2019,12/23/2019,Late
ORD101056,12/19/2019,South,Grocery,India Gate Basmati Rice,1621,3,Card,3187,New,15,3,4863,12/22/2019,12/23/2019,Late
ORD101057,12/19/2019,East,Electronics,Sony WH-1000XM4,,4,UPI,4032,Premium,6,2,5464,12/21/2019,12/23/2019,Late
ORD101058,12/19/2019,North,Books,The Psychology of Money,1315,1,Cash,4903,Premium,13,7,1315,12/26/2019,12/28/2019,Late
ORD101059,12/20/2019,North,Clothing,Adidas Hoodie,1265,2,Card,9220,Premium,14,4,2530,12/24/2019,12/26/2019,Late
ORD101060,12/20/2019,South,Clothing,Levi's 511 Jeans,1783,5,UPI,4670,New,13,4,8915,12/24/2019,12/24/2019,On-Time
ORD101061,12/20/2019,East,Toys,LEGO Classic,700,1,Wallet,6727,Premium,16,2,700,12/22/2019,12/21/2019,On-Time
ORD101062,12/21/2019,South,Clothing,H&M Jacket,1684,4,Card,5894,Regular,1,3,6736,12/24/2019,12/26/2019,Late
ORD101063,12/21/2019,South,Furniture,Godrej Office Chair,1771,2,Cash,6518,Premium,14,4,3542,12/25/2019,12/26/2019,Late
ORD101064,12/21/2019,West,Clothing,H&M Jacket,1087,2,Card,3336,Premium,13,4,2174,12/25/2019,12/27/2019,Late
ORD101065,12/22/2019,West,Toys,Barbie Dreamhouse,,2,UPI,4323,New,10,1,2628,12/23/2019,12/23/2019,On-Time
ORD101066,12/22/2019,North,Clothing,H&M Jacket,1272,4,Card,8120,Regular,10,Five,5088,12/27/2019,12/27/2019,On-Time
ORD101067,12/22/2019,East,Furniture,Sleepwell Mattress,698,1,Card,8859,Regular,4,2,698,12/24/2019,12/25/2019,Late
ORD101068,12/23/2019,West,Electronics,iPhone 13,1539,5,Wallet,1099,Regular,14,Five,7695,12/28/2019,12/30/2019,Late
ORD101069,12/23/2019,North,Toys,Monopoly Board Game,619,2,Card,4656,Premium,12,3,1238,12/26/2019,12/28/2019,Late
ORD101070,12/23/2019,East,Electronics,Apple Watch SE,1858,2,Cash,7786,Regular,6,1,3716,12/24/2019,12/25/2019,Late
ORD101071,12/24/2019,North,Electronics,Apple Watch SE,968,1,Card,1693,Regular,15,4,968,12/28/2019,12/27/2019,On-Time
ORD101072,12/24/2019,West,Electronics,Sony WH-1000XM4,115,2,Wallet,5801,Premium,5,6,230,12/30/2019,12/30/2019,On-Time
ORD101073,12/24/2019,???,Grocery,Amul Milk,1931,2,UPI,9209,New,10,1,3862,12/25/2019,12/24/2019,On-Time
ORD101074,12/25/2019,East,Books,Deep Work,1229,4,Card,4709,Premium,9,2,4916,12/27/2019,12/26/2019,On-Time
ORD101075,12/25/2019,East,Grocery,Amul Milk,382,3,Card,3770,New,10,7,1146,1/1/2020,1/3/2020,Late
ORD101076,12/25/2019,North,Books,Ikigai,1227,1,Wallet,2030,New,12,3,1227,12/28/2019,12/29/2019,Late
ORD101077,12/26/2019,East,Electronics,iPhone 13,460,1,Wallet,5475,Regular,4,1,460,12/27/2019,12/27/2019,On-Time
ORD101078,12/26/2019,North,Toys,Barbie Dreamhouse,1781,1,Wallet,5209,Regular,4,1,1781,12/27/2019,12/26/2019,On-Time
ORD101079,12/26/2019,East,Books,Ikigai,1158,4,Card,7995,Premium,13,1,4632,12/27/2019,12/26/2019,On-Time
ORD101080,12/27/2019,North,Furniture,Godrej Office Chair,212,4,Cash,2619,New,14,4,848,12/31/2019,1/2/2020,Late
ORD101081,12/27/2019,North,Furniture,Nilkamal Table,407,5,Wallet,3516,Premium,12,3,2035,12/30/2019,1/1/2020,Late
ORD101082,12/27/2019,North,Clothing,Levi's 511 Jeans,1058,4,UPI,8995,Regular,13,4,4232,12/31/2019,1/2/2020,Late
ORD101083,12/28/2019,South,Books,Rich Dad Poor Dad,1176,1,Card,2125,New,20,1,1176,12/29/2019,12/30/2019,Late
ORD101084,12/28/2019,East,Toys,LEGO Classic,1982,5,UPI,9684,Regular,13,7,9910,1/4/2020,1/4/2020,On-Time
ORD101085,12/28/2019,West,Grocery,Tata Salt,1204,3,UPI,7906,Regular,2,4,3612,1/1/2020,1/1/2020,On-Time
ORD101086,12/29/2019,North,NA,Samsung Galaxy S22,1739,2,Cash,6604,Regular,19,4,3478,1/2/2020,1/4/2020,Late
ORD101087,12/29/2019,South,Clothing,Adidas Hoodie,933,2,UPI,4036,New,9,2,1866,12/31/2019,12/30/2019,On-Time
ORD101088,12/29/2019,West,Furniture,Sleepwell Mattress,1492,5,Wallet,3526,New,10,Five,7460,1/3/2020,1/5/2020,Late
ORD101089,12/30/2019,North,Grocery,Tata Salt,341,3,Wallet,1166,Regular,17,Five,1023,1/4/2020,1/6/2020,Late
ORD101090,12/30/2019,West,Grocery,Amul Milk,130,2,Card,5189,New,10,2,260,1/1/2020,1/2/2020,Late
ORD101091,12/30/2019,South,Electronics,Dell XPS 13,1952,5,Cash,8348,Regular,20,2,9760,1/1/2020,1/3/2020,Late
ORD101092,12/31/2019,West,Books,Ikigai,803,4,Cash,1575,Regular,13,6,3212,1/6/2020,1/6/2020,On-Time
